entry_time,side,entry_price,exit_price,sl,tp,pnl,reason
2024-07-05 07:05:00,SHORT,0.3279,0.32892,0.32892,0.3258600000000001,-100.0,HTF BIAS: SHORT -> Main TF BIAS: SHORT -> Zone: PREMIUM -> OTE: Yes -> POI: Bearish FVG -> POI: Silver Bullet
